prefix,title,language,abstract,de:abstract,keywords,de:keywords,doi,issueDatepublished,issueVolume,issueNumber,issueYear,issueTitle,sectionTitle,sectionAbbrev,pages,articleSeq,authorFirstname1,authorLastname1,authorFirstname2,authorLastname2,authorFirstname3,authorLastname3,authorFirstname4,authorLastname4,authorFirstname5,authorLastname5,authorFirstname6,authorLastname6,authorFirstname7,authorLastname7,authorFirstname8,authorLastname8,authorFirstname9,authorLastname9,authorFirstname10,authorLastname10,authorFirstname11,authorLastname11,file1,fileLabel1,fileGenre1,fileLocale1
,Can Food Waste Reduction in Europe Help to Increase Food Availability and Reduce Pressure on Natural Resources Globally?,en_US,"In recent years, reducing food waste and loss has become a policy priority in the European Union, but little is known about impacts of related measures in the EU and beyond. This study informs the debate on food waste reduction through a quantitative analysis. It considers adjustment costs for reducing food waste in food processing industries and impacts on food availability, pressure on land and water and other environmental consequences. The results suggest that the leakage effects of global trade may offset almost all benefits of food waste reduction in the EU. We thus conclude that costly efforts to reduce food waste in the EU cannot be motivated by larger contributions to global food availability and environmental benefits. This highlights the need for global coordination of such policies and/or more targeted actions in the EU which focus on specific production chains, where losses can be reduced and environmental gains obtained at a relatively low cost.",,,,10.30430/69.2020.2.143-168,2020-05-28,69,2,2020,,Articles,ART,,4,Yaghoob,Jafari,Wolfgang,Britz,Hasan,Dudu,Roberto,Roson,Martina,Sartori,,,,,,,,,,,,,827_org.pdf,PDF,Article Text,en
,Wirtschaftszahlen,de_DE,,,,,,2020-05-28,69,2,2020,,Statistics,Stat,,5,GJAE,,,,,,,,,,,,,,,,,,,,,,828_org.pdf,PDF,Article Text,en
,Citizens’ Attitudes towards Greening as Part of Common Agricultural Policy: Results of a Panel Survey,en_US,"Modern agriculture is increasingly in the focus of the critical public regarding its too low environmental sustainability. The so-called Greening was introduced as an additional policy tool into the current Common Agricultural Policy (CAP) for providing incentives for more environmental protection. The Greening is expected to contribute to the implementation of a more environmental and climate friendly land management. To socially and politically justify support programmes for environmental protection, it is important to identify citizens’ attitudes towards such programmes. So far, only studies regarding citizens’ attitudes towards the GAP in general exist but no studies regarding environmental measures such as pillar 2 measures or Greening exist. To close this research gap, this paper seeks to analyse German citizens’ attitudes towards the Greening with the help of a cluster analysis. Our analysis of a panel-data set with 499 participants shows that citizens support the Greening in total. However, attitudes diverge regarding remuneration of environmental benefits as well as tightening Greening requirements.",,,,10.30430/69.2020.3.173-182,2020-08-31,69,3,2020,,Articles,ART,,1,Lara,Beer,Heinke,Heise,,,,,,,,,,,,,,,,,,,829_org.pdf,PDF,Article Text,en
,Randomised Controlled Trials for the Evaluation of the CAP: Em-pirical Evidence about Acceptance by Farmers,en_US,"To conduct a randomised controlled trial (RCT) to evaluate the Common Agricultural Policy it would be necessary to exclude a random selection of farms from participation. This exclusion might limit the acceptance of RCTs. We assess the acceptance of an innovative alternative RCT called the ‘unconditional payment RCT’ (upRCT). UpRCTs allow for the evaluation of the impact of policy measures in which farmers receive a payment conditional on the adoption of farm management practices (e.g., agri-environment-climate measures). We surveyed Austrian farmers who participated in the ‘refrain from silage’ measure to compare the acceptance of a conventional RCT and an upRCT using thought experiments. The acceptance of the farmers was between 18% and 51%, and the treatment effects of both variants were of comparable size. Our survey suggests that acceptance of the upRCT is about twice as high as the acceptance of the conventional RCT. We discuss that upRCTs are useful when a new measure is introduced or when the upRCT is conducted for several years.",,,,10.30430/69.2020.3.183-199,2020-08-31,69,3,2020,,Articles,ART,,2,Ulrich B.,Morawetz,Christoph,Tribl,,,,,,,,,,,,,,,,,,,830_org.pdf,PDF,Article Text,en
,Farmers' Perspectives on the Types of Sales Personnel in the Agricultural Input,en_US,"Personal selling has become even more important as companies are moving towards service- und solution oriented businesses with a strong customer focus. Today, the performance measurement of sales perosnnel goes far beyond quantitative performance indicators und increasingly focuses personal characteristics und competencies of salespersons. While personal sales have already been scientifically investigated in many economic sectors, agricultural economic research is lacking in systematic analysis of behavioural patterns und competencies of salespersons. A survey of 238 agricultural entrepreneurs investigates how they perceive the sales force of the agricultural input industry und how they evaluate their competencies. The results show that three types of salespersons could be identified on the basis of the professional und social competence as well as the sales-oriented personality. 43 % of the evaluated sales representatives of this study can be described as ""sales talents"" with good characteristics of the three success factors. 30 % of sales representatives can be distinguished by their high level of professional competence, while 27 % of sales representatives show weaknesses in all three success factors. Overall, it can be seen that professional competence varies more between the identified salesperson types than social competence und personality.",,,,10.30430/69.2020.3.200-218,2020-08-31,69,3,2020,,Articles,ART,,3,Dorothee,Schulze Schwering,Jan-Philipp,Huchtemann,Philipp,Welter,Eike,Nordmeyer,Achim,Spiller,Dominic,Lemken,,,,,,,,,,,831_org.pdf,PDF,Article Text,en
,Business Cycle in Agriculture in Poland,en_US,"The main objective of the study was to characterize the business cycle and its particular phases in Polish agriculture and compare with the features of the cycle occurring in theory. The research for the years 2001-2015 which was based on annual real changes in final output allowed to identify three full cycles in Polish agriculture: 1) 2001-2006; 2) 2007-2010; 3) 2011-2015. The analysis of fluctuations showed that all cycles lasted from 4 to 6 years. Growth phases took from 2 to 4 years, and all downward ones lasted 2 years. The amplitudes of these phases were similar. There were both turning points and turning zones in the cycles. The analysis of accumulated dynamics of production, income, prices and investments in particular phases of the business cycle in Polish agriculture shows that in each growth phase all categories have increased. In almost all cycles, the dynamics of these categories in the growth phase was greater than the changes during the downturn. According to the theory of the classical cycle, the value of production as well as agricultural prices changed the most. They had negative dynamics in almost every downward phase. On the other hand, the dynamics of agricultural incomes was positive in all downward phases. Therefore, changes in this category in most cases had the features of the modern cycle. Changes in investments in the downward phases were diversified. The analysis of dynamics indicates that agricultural income and investments in Poland was also affected by the Common Agricultural Policy.",,,,10.30430/69.2020.3.219-230,2020-08-31,69,3,2020,,Articles,ART,,4,Andrzej,Jędruchniewicz,,,,,,,,,,,,,,,,,,,,,832_org.pdf,PDF,Article Text,en
,Dissertationen SS 2019 – WS 2019/20 aus dem Bereich der Wirtschafts- und Sozialwissenschaften des Landbaus,de_DE,,,,,,2020-08-31,69,3,2020,,News,News,,5,GJAE,,,,,,,,,,,,,,,,,,,,,,833_org.pdf,PDF,Article Text,en
,Wirtschaftszahlen,de_DE,,,,,,2020-08-31,69,3,2020,,Statistics,Stat,,6,GJAE,,,,,,,,,,,,,,,,,,,,,,835_org.pdf,PDF,Article Text,en
,"60. Jahrestagung der Gesellschaft für Wirtschafts- und Sozialwissenschaften des Landbaues e.V., 23.-25.09.2020 in Halle (Saale)",de_DE,,,,,,2020-09-23,69,3,2020,,News,News,,7,GJAE,,,,,,,,,,,,,,,,,,,,,,834_org.pdf,PDF,Article Text,en
,Implications of Initial Assumptions in Agri-Environmental  Nitrogen Pollution Reduction Policy Design: Quasi-Empirical Evidence from Croatia,en_US,"This paper aims to extend understanding of potential general equilibrium effects of nitrogen pollution reduction policies in multifunctional agriculture. Under the EU Nitrates Directive, to achieve agricultural nitrogen pollution reduction, a country can choose between (or combine) market and command-and-control measures. To deal with nitrate pollution from agricultural sources Croatia uses measures such as input regulations and management practices, rather than market-based measures. This paper evaluates welfare and macroeconomic effects of selected market and command-and-control based agricultural nitrogen reduction policies within Croatian data based CGE model. The paper highlights the importance of usual theoretical assumptions, i.e. labor market cleaning assumption and the degree of substitutability of nitrogen in agricultural production, for policy prescriptions. Namely, the results suggest that agri-environ­mental policy prescriptions largely depend upon labor market cleaning assumption and substitutability of nitrogen in agricultural production. The paper also emphasizes current limitations of CGE models for agri-environmental nitrogen reduction related policies evaluation and highlights the methodological and database development needs for future research.",,,,10.30430/69.2020.4.253-277,2020-11-30,69,4,2020,,Articles,ART,,1,Ozana,Nadoveza Jelić,,,,,,,,,,,,,,,,,,,,,836_org.pdf,PDF,Article Text,en
,Pig Farming from the Perspective of German Citizens – Comments on Videos of a Pig Fattening Pen,en_US,"There is an increasing discrepancy between agriculture and the population. Studies confirmed that livestock farming has a poor image. In the present study, in an online survey 500 German citizens were shown videos from a pig fattening pen. In addition to the determination of the attitude to the housing system, the survey participants were given the opportunity to comment on the videos. These optional comments were evaluated in a qualitative content analysis. The results show that the housing conditions, especially the stocking density and the slatted floor, were criticised heavily. The way, in which the criticism was formulated, shows that the videos caused different reactions among the participants. While the majority of participants formulated their criticism factually, some comments are more emotional. The expression of attitudes in both forms can be differentiated, explicit and constructive. This indicates that citizens deal with the topic holistically.",,,,10.30430/69.2020.4.278-299,2020-11-30,69,4,2020,,Articles,ART,,2,Anna,Schulze Walgern,Marcus,Mergenthaler,,,,,,,,,,,,,,,,,,,837_org.pdf,PDF,Article Text,en
,How do People look at Pictures of Pigs? Analyzing Fixation Duration Depending on Pig Expression and Barn Type using Eye-Tracking,en_US,"Using eye-tracking, this study investigates fixation duration of students viewing pictures of pigs, which systematically vary in the facial expression of the pig and in the barn setting. The aim of this study is to analyze which picture elements are viewed and for how long, as well as how fixation times vary with a change of the expression of the pig and the barn type. The results show clear effects of picture composition: pig expression and pen type affect fixation durations of different areas of interest with the influence of the pig being considerably larger. Face regions are viewed longer in the “happy” pig, while floor/bedding and the eyes are viewed longer in pictures showing the “unhappy” pig which might be a hint for information search. The power of facial expressions, also for the depiction of farm animals, is a new finding of this paper, which might be of importance when selecting agricultural pictures for different purposes.",,,,10.30430/69.2020.4.300-310,2020-11-30,69,4,2020,,Articles,ART,,3,Sarah,Gauly,Gesa,Busch,Achim,Spiller,Ulrich,Enneking,Susanne,Kunde,Marie,von Meyer-Höfer,,,,,,,,,,,838_org.pdf,PDF,Article Text,en
,Perception and Classification of Stress Factors of Young Farmers,en_US,"A person of working age spends most of their time at work. A farmer’s workplace is characterized by work in an office, field, or stable, and influenced by a multitude of factors. The working conditions and workloads between individual farms can differ considerably, partly due to differing sizes or respective production specialization. What the exact stress factors in
German agriculture are, how they are perceived by farmers and whether there are differences in perceptions between farmers, is currently an open research question. This is where the present empirical study comes in, in which 290 leaders of agricultural and horticultural enterprises participated. The findings are limited by the fact that the test persons are significantly younger and the farm structures are significantly larger compared to the German average of farmers. Furthermore, the majority of the respondents come from Lower Saxony and North Rhine-Westphalia. Nevertheless, by forming four factors within the framework of a factor analysis, stressful focal points in agriculture are shown. Furthermore, three clusters can be identified which are characterized both by differences in the perception of stress and sociodemographic characteristics. Younger farmers, in this survey, feel particularly negatively influenced by the social environment (family, neighbors), while high work intensity is a core element among older farmers of this survey. One cluster shows that farmers who perceive stress in a weaker form also feel healthier. These results on the perceptions of burdens in agricultural work show agricultural counsellors and policy makers which measures could relieve pressures and improve farmer health, as well as increasing the attractiveness of activities in agriculture, at least for younger farmers and farmers with larger farms.",,,,10.30430/69.2020.4.311-324,2020-11-30,69,4,2020,,Articles,ART,,4,Mira,Knoop,Ludwig,Theuvsen,,,,,,,,,,,,,,,,,,,839_org.pdf,PDF,Article Text,en
,GEWISOLA-Preise 2020,de_DE,,,,,,2020-12-01,69,4,2020,,News,News,,5,Martin,Banse,,,,,,,,,,,,,,,,,,,,,840_org.pdf,PDF,Article Text,en
,Wirtschaftszahlen,de_DE,,,,,,2020-12-01,69,4,2020,,Statistics,Stat,,6,GJAE,,,,,,,,,,,,,,,,,,,,,,841_org.pdf,PDF,Article Text,en
,"Einladung zur Einreichung von Beiträgen - 61. Jahrestagung der GEWISOLA in Berlin, 22.-24. September 2021",de_DE,,,,,,2020-12-01,69,4,2020,,News,News,,7,GJAE,,,,,,,,,,,,,,,,,,,,,,842_org.pdf,PDF,Article Text,en
,Conflicts about Livestock Farming: Societal-oriented Communication Strategies for the Agri-Food Industry,en_US,"Farmers as well as the agricultural and food industry are confronted with increasingly diverse social requirements regarding livestock farming. In this context, there are environmental and climate protection concerns, but especially the living conditions of the animals are criticized. In addition to the questions of how animal husbandry systems should be developed and how this can be financed, different communicative levels of discussion can be observed. So far, there has been little systematic research concerning the question which communication strategies might be successful. This research gap is addressed in this conceptual paper. Communication strategies from the literature are systematized in a new conceptual way and are illustrated and discussed using practical examples from the agricultural and food industry. Furthermore, practical support is given to choose, apply and evaluate socially oriented communication strategies. This includes a stronger consideration of dialogue-oriented communication processes that combine elements of trust marketing and value discourses.",,,,10.30430/70.2021.1.1-16,2021-02-28,70,1,2021,,Articles,ART,,1,Winnie Isabel,Sonntag,Manuel,Ermann,Achim,Spiller,Marie,von Meyer-Höfer,,,,,,,,,,,,,,,843_org.pdf,PDF,Article Text,en
,E-Mobility in German Agriculture – A Qualitative Analysis of User Acceptance,en_US,"The development of battery-powered tractor concepts reveals that the topic of electric mobility in agriculture is becoming increasingly relevant. However, it is not yet clear whether these concepts can be established on a broad scale or remain as niches. It is a fact that the future acceptance of e-mobility among farmers will play a key role in this context. But compared to the automotive sector, little is known about the ex-ante user acceptance of electrically powered agricultural machinery. Therefore, this explorative study examines the influencing factors of the ex-ante user acceptance of electrically driven agricultural machinery in a qualitative way in order to contribute to further research on user acceptance. With the help of qualitative expert interviews, 15 farm managers of differently organized agricultural farms were interviewed on this topic. It turns out, that the majority of the interviewees are critical in terms of the distribution and use of e‑mobility in agriculture. On the other hand, it has been shown that the ex-ante user acceptance of electrically powered agricultural machines is not only influenced by various factors, but that they are also linked to each other and thus have an indirect effect on the ex-ante user acceptance of the respondents.",,,,10.30430/70.2021.1.17-35,2021-02-28,70,1,2021,,Articles,ART,,2,Friedrich,Rübcke von Veltheim,Ansgar A.,Rube,Heinke,Heise,,,,,,,,,,,,,,,,,844_org.pdf,PDF,Article Text,en
,Technical efficiency and productivity change in German large-scale arable farming,en_US,"This paper provides an assessment of technical efficiency and productivity change for a sample of large-scale arable farms in Germany. For this, the paper applies input-oriented Data Envelopment Analysis (DEA) and Malmquist Index (MI) methods in combination with bootstrapping to a balanced five-year panel data set of 86 German large-scale arable farms over a time period from 2012/2013 to 2016/2017. The DEA results of the original sample show a mean input-saving potential of 9.2 % across farms and time periods. The bootstrapped confidence intervals indicate no statistically significant difference among the mean scores for individual years, however significant differences exist between individual farms. The results of the MI analysis of the original sample suggest a mean annual growth in total factor productivity of 5.4 %. This progress was driven by technical change (6.5 %) and happened despite a small average deterioration in change in technical efficiency (1.1 %). The progress in total factor productivity as well as technical change is statistically underpinned through the bootstrapped confidence intervals. The result of change in technical efficiency computed from the original sample cannot be confirmed statistically as the corresponding confidence interval includes unity.",,,,10.30430/70.2021.1.36-48,2021-02-28,70,1,2021,,Articles,ART,,3,Cord-Friedrich,von Hobe,Marius,Michels,Oliver,Musshoff,,,,,,,,,,,,,,,,,845_org.pdf,PDF,Article Text,en
,Elasticities of Food Demand in Germany – A Demand System Analysis Using Disaggregated Household Scanner Data,en_US,"This paper presents price and income elasticities of food demand for Germany. Using disaggregated household scanner data and the Quadratic Almost Ideal Demand System (QUAIDS). The QUAIDS is modified to account for censoring and include household demographics. Furthermore, a two-stage budgeting approach is used to more accurately reflect households’ purchasing behaviour. Having disaggregated data also allowed to include convenience aspects into the demand system. High expenditure elasticities are found for fruits and nuts and meat, fish and eggs. The highest own-price elasticity is found for beverages. At the second stage, the bread toppings group reveals new insights into demand relations between cold cuts, cheese and other spreads. Cold cuts have both the highest expenditure and own-price elasticity. Cross-price elasticities indicate mostly complementary relations between cold cuts and other bread toppings. Comparing different income groups shows that expenditure elasticities of raw foods or basic ingredient foods tend to decrease as income increases, whereas expenditure elasticities of foods that require minimal or no preparation tend to increase with income. In conclusion, this study stresses the need for regularly updated elasticities of food demand that reflect up-to-date consumption behavior.",,,,10.30430/70.2021.1.49-62,2021-02-28,70,1,2021,,Articles,ART,,4,Jonas,Peltner,Silke,Thiele,,,,,,,,,,,,,,,,,,,846_org.pdf,PDF,Article Text,en
,Reviewer / Gutachter,en_US,,,,,,2021-02-28,70,1,2021,,News,News,,5,GJAE,,,,,,,,,,,,,,,,,,,,,,847_org.pdf,PDF,Article Text,en
,Wirtschaftszahlen,de_DE,,,,,,2021-02-28,70,1,2021,,Statistics,Stat,,6,GJAE,,,,,,,,,,,,,,,,,,,,,,848_org.pdf,PDF,Article Text,en
,"Ulrich Koester: Foundations of Agricultural Market Analysis and Agricultural Policy.  München: Verlag Franz Vahlen, 2020",en_US,,,,,,2021-02-28,70,1,2021,,Book reviews,BREV,,7,Michael,Grings,,,,,,,,,,,,,,,,,,,,,849_org.pdf,PDF,Article Text,en
,Aspekte der Agrarpolitik 2020,en_US,,,,,10.30430/70.2021.5.1-12,2021-03-31,70,Supplement,2021,,Articles supplement,ASup,,1,Thomas,Herzfeld,,,,,,,,,,,,,,,,,,,,,850_org.pdf,PDF,Article Text,en
,World Agricultural Commodity Markets in the Marketing Year 2020/21,en_US,,,,,10.30430/70.2021.5.13-22,2021-03-31,70,Supplement,2021,,Articles supplement,ASup,,2,Jakob,Dehoust,Ernst,Albrecht,Oliver,Balkhausen,,,,,,,,,,,,,,,,,851_org.pdf,PDF,Article Text,en
,Der Markt für Milch und Milcherzeugnisse 2020,de_DE,,,,,10.30430/70.2021.5.23-46,2021-03-31,70,Supplement,2021,,Articles supplement,ASup,,3,Clara,Mehlhose,Tim,Knöpfel,Bernhard,Brümmer,Achim,Spiller,Gesa,Busch,,,,,,,,,,,,,852_org.pdf,PDF,Article Text,en
,Der Markt für Fleisch und Fleischprodukte,en_US,,,,,10.30430/70.2021.5.47-67,2021-03-31,70,Supplement,2021,,Articles supplement,ASup,,4,Josef,Efken,Jakob,Meemken,,,,,,,,,,,,,,,,,,,853_org.pdf,PDF,Article Text,en
,Der Markt für Obst und Gemüse im Jahr 2020,de_DE,,,,,10.30430/70.2021.5.68-86,2021-03-31,70,Supplement,2021,,Articles supplement,ASup,,5,Christoph Frank,Wiedenroth,Verena,Otter,,,,,,,,,,,,,,,,,,,854_org.pdf,PDF,Article Text,en
,State of the German and International Wine Markets,en_US,,,,,10.30430/70.2021.5.87-102,2021-03-31,70,Supplement,2021,,Articles supplement,ASup,,6,Simone,Loose,Signe,Nelgen,,,,,,,,,,,,,,,,,,,855_org.pdf,PDF,Article Text,en
,Der Markt für Bioenergie,de_DE,,,,,10.30430/70.2021.5.103-127,2021-03-31,70,Supplement,2021,,Articles supplement,ASup,,7,Sören,Mohrmann,Maximilian,Deutsch,Christian,Schaper,,,,,,,,,,,,,,,,,856_org.pdf,PDF,Article Text,en
,Der Markt für Zucker,de_DE,,,,,10.30430/70.2021.5.128-155,2021-03-31,70,Supplement,2021,,Articles supplement,ASup,,8,Rainer,Klepper,,,,,,,,,,,,,,,,,,,,,857_org.pdf,PDF,Article Text,en
,Development of Supply Curves for Biodiversity Offsets on  Agricultural Land – a Case Study from the Stuttgart Region,en_US,"Impacts on nature and landscape are to be offset in accordance with different nature conservation acts in various European countries. In Germany in particular, biodiversity offsets can also be made in advance, for instance, by booking them into eco-accounts, and then allocating them to an intervention. In Baden-Württemberg, these offset measures are assessed in eco credits in accordance with the Eco Account Regulation (ÖKVO). As a means of income diversification, farmers can voluntarily implement offset measures on their land, and then generate and sell corresponding eco credits. Using a geodata-based model, the potential for implementing biodiversity offsets on arable land – areas with major eco credit potential – is analysed from an economic perspective. The Stuttgart Region is a steadily growing conurbation in south-west Germany. It serves as a study region since the loss of farmland due to large-scale construction measures and the related offsetting are a major issue here. In the analysis, the gross margins of the crops grown, their yield capacity, the associated standard land values and the costs of possible offset measures are used to determine the net present value of the arable land at parcel level. From a theoretical point of view and depending on the market price for eco credits, there is a significant potential for offset measures on arable land. Production-integrated compensation (PIC) – an extensification of arable land use – is less economically viable than the conversion of arable land into grassland or its utilisation for nature conservation. There are major spatial disparities between the city of Stuttgart and the surrounding districts. The implementation of biodiversity offsets is not economically viable at a price of less than € 1.00 per eco credit in the city of Stuttgart. By contrast, in surrounding districts, offset measures may be economically viable and implemented on a large scale for less than € 0.30. This is particularly relevant as the districts concerned are located in the same natural area as the city of Stuttgart and the eco credits can, therefore, be attributed in the event of interventions. Based on derived supply curves, decision-makers can see the scale of additional costs of biodiversity offset measures if they are implemented in a spatially restricted region. The analyses presented here can help decision-makers to more easily weigh up the desired natural characteristics and economic effects in the context of agricultural land.",,,,10.30430/70.2021.2.70-83,2021-05-31,70,2,2021,,Articles,ART,,1,Christian,Sponagel,Hans,Back,Elisabeth,Angenendt,Enno,Bahrs,,,,,,,,,,,,,,,858_org.pdf,PDF,Article Text,en
,Beyond Cost Minimisation: Farmers’ Perspectives on the Adoption of GM Fodder in Sweden,en_US,"Swedish farmers were surveyed about their perceptions of genetically modified (GM) feed. Livestock in the EU are frequently given feed containing imported genetically modified (GM) crops, with GM fodder often being cheaper for farmers. However, there is also a growing market for ‘GM-free’ animal-based products. While public concerns about GMOs have been studied extensively, less is known about farmers’ views. The limited literature on farmers and GMOs tends to focus on the economic factors influencing their adoption. The present study contributes the perspective of farmers as members of the general public, thus including a broader set of factors known to be relevant for the public perception of GMOs. The results indicated that farmers were worried about: i) unforeseen consequences for the environment, ii) un­foreseen consequences for human and animal health, and iii) the dominance of multinational companies. Farmers who could expect their farm businesses to benefit from existing GMOs were more positive, whereas those who were unlikely to experience any benefits or who could expect their farm business to be adversely affected were more negative. Nevertheless, adherence to a broader set of positive or negative values suggests that Swedish farmers’ perspectives on GMOs go further than pure considerations of farm management.",,,,10.30430/70.2021.2.84-100,2021-05-31,70,2,2021,,Articles,ART,,2,Klara,Fischer,Sebastian,Hess,,,,,,,,,,,,,,,,,,,859_org.pdf,PDF,Article Text,en
,Online Purchases of Plant Protection Products: A Discrete Choice Experiment with Agricultural Entrepreneurs in Germany,en_US,"Digitalization is progressing more and more and increasingly influencing business processes in companies. In this context, e-commerce plays an important role for the future development of rural areas. Nonetheless, there is so far no study which investigates the use of e-commerce for business purposes in rural areas. Hence, primary data was collected from 250 farmers by conducting a discrete choice experiment about the purchase of crop protection products. The ""willingness to accept"" (WTA) of agricultural entrepreneurs for e-commerce was estimated using a mixed logit model. The results show that agricultural entrepreneurs demand a discount when they purchase inputs via online trading rather than from their current trader. Furthermore, the presence of a private respectively state label for an online retailer has a positive effect on e-commerce usage. However, the longer delivery time has a negative effect on the use of e-commerce for crop protection product purchases. The results show that consultation and personal contact between the dealer and the customer are of great importance. These core findings are very relevant to business practice, as they provide online agricultural traders of agricultural inputs with initial clues regarding appropriate marketing measures and allow de-riving recommendations for policy measures. In addition, by considering individual-specific characteristics, it could be shown that there is a statistically significant relationship between the risk attitude and education level with the e-commerce acceptance of an agricultural entrepreneur.",,,,10.30430/70.2021.2.101-122,2021-05-31,70,2,2021,,Articles,ART,,3,Michael,Danne,Wilm,Fecke,Oliver,Mußhoff,,,,,,,,,,,,,,,,,860_org.pdf,PDF,Article Text,en
,A Primer on p-Value Thresholds and α-Levels – Two Different Kettles of Fish,en_US,"It has often been noted that the “null-hypothesis-significance-testing” (NHST) framework is an inconsistent hybrid of Neyman-Pearson’s “hypothesis testing” and Fisher’s “significance testing” that almost inevitably causes misinterpretations. To facilitate a realistic assessment of the potential and the limits of statistical inference, we briefly recall widespread inferential errors and outline the two original approaches of these famous statisticians. Based on the understanding of their irreconcilable perspectives, we propose “going back to the roots” and using the initial evidence in the data in terms of the size and the uncertainty of the estimate for the purpose of statistical inference. Finally, we make six propositions that hopefully contribute to improving the quality of inferences in future research.",,,,10.30430/70.2021.2.123-133,2021-05-31,70,2,2021,,Articles,ART,,4,Norbert,Hirschauer,Sven,Grüner,Oliver,Mußhoff,Claudia,Becker,,,,,,,,,,,,,,,861_org.pdf,PDF,Article Text,en
,Wirtschaftszahlen,de_DE,,,,,,2021-05-31,70,2,2021,,Statistics,Stat,,5,GJAE,,,,,,,,,,,,,,,,,,,,,,862_org.pdf,PDF,Article Text,en
,"The Impact of Dietary Changes on Agriculture, Trade, Environment and Health: A Literature Review",en_US,"Animal-source foods are a major component of global diets and are increasingly criticised because of their adverse impacts on environment, climate and health. A shift in diets towards plant-based foods is a discussed option to overcome these problems. Much of the scientific emphasis so far has been on estimating the potential of such a dietary change to reduce greenhouse gas emissions and improve health outcomes while less attention has been attracted on studies analysing the impacts on agricultural markets. This paper aims to provide a comprehensive overview and, therefore, summarizes existing studies on the effects of a reduced consumption of animal-source foods on agricultural markets, greenhouse gas emissions, food security and health. In addition, available studies on the so‑called rebound effect are presented. The identified studies suggest that a reduction in the consumption of meat in the EU or OECD would lead to a 1‑10% decrease in meat world market prices, depending on the magnitude and particularities of the assumed dietary changes. This would translate to a 3‑10% reduction in production. The lower domestic demand for meat could also negatively affect welfare outcomes and GDP. However, it has to be mentioned that these studies do not take into account the consequences of improved environmental and health conditions. In fact, our review indicates that reductions in greenhouse gas emissions could generally be proportional to the magnitude of plant-based diets. The maximum reduction potentials of 60-70% could be found for global vegetarian or vegan diets. However, some studies indicate that a shift in food expenditure towards other resource-intensive goods could lead to a rebound effect. Further, this overview suggests that environmental and public health objectives might be in alignment as all identified studies indicate that a reduction in meat consumption in high‑income countries could be associated with lower rates of mortality and non-communicable diseases. This overview reveals the complex relationships between food demand, agricultural supply, international trade, environment, health and food security.",,,,10.30430/70.2021.3.139-164,2021-07-13,70,3,2021,,Articles,ART,,1,Inna,Geibel,Florian,Freund,Martin,Banse,,,,,,,,,,,,,,,,,863_org.pdf,PDF,Article Text,en
,Automated Calibration of Farm-Sale Mixed Linear Programming Models using Bi-Level Programming,en_US,"We calibrate Linear and Mixed Integer Programs with a bi-level estimator, minimizing under First-order-conditions (FOC) conditions a penalty function considering the calibration fit and deviations from given parameters. To deal with non-convexity, a heuristic generates restart points from current best-fit parameters and their means. Monte-Carlo analysis assesses the approach by drawing parameters for a model optimizing acreages under maximal crop shares, a land balance and annual plus intra-annual labour constraints; a variant comprises integer based investments. Resulting optimal solutions perturbed by white noise provide calibration targets. The approach recovers the true parameters and thus allows for systematic and automated calibration.",,,,10.30430/70.2021.3.165-181,2021-07-13,70,3,2021,,Articles,ART,,2,Wolfgang,Britz,,,,,,,,,,,,,,,,,,,,,864_org.pdf,PDF,Article Text,en
,Public Preferences for Pasture Landscapes and the Role of Scale Heterogeneity,en_US,"The paper investigates the influence of different model specifications for interpreting the results of discrete choice experiments when investigating heterogeneous public landscape preferences. Comparing model specifications based on the Mixed Multinomial Logit and the Generalized Multinomial Logit Model reveals that the parameter estimates appear qualitatively comparable. Still, a more in-depth investigation of the conditional estimate distributions of the sample show that parameter interactions in the Generalized Multinomial Logit Model lead to different interpretations compared to the Mixed Multinomial Logit Model. This highlights the potential impact of common model specifications in the results in landscape preference studies.",,,,10.30430/70.2021.3.182-191,2021-07-13,70,3,2021,,Articles,ART,,3,Henning,Schaak,Oliver,Mußhoff,,,,,,,,,,,,,,,,,,,865_org.pdf,PDF,Article Text,en
,Abating Ammonia Emissions through Slurry Acidification during Spreading: Farmers’ Willingness to Participate in a Support Scheme,en_US,"This article sought to determine farmers’ willingness to join a hypothetical support scheme for slurry acidification during spreading. Slurry acidification is a novel technique to reduce ammonia emissions, which has been pioneered in Denmark. In an online discrete choice survey of German livestock farmers, the respondents were asked to choose between different policy schemes to promote the use of acidification techniques and an opt-out option. The support schemes were characterized by the following attributes: cost share, expected emission reduction as well as a relief from, and a tightening of, the German Fertilizer Ordinance. The relief was a waiver of the legal requirement to incorporate slurry immediately after spreading. The tightening related to the provision to account for the additional nitrogen in a farmer’s fertilizer planning. The data was estimated using a mixed logit model and latent class analysis. The estimated probability of choosing a support scheme was 90 % in the mixed logit estimation. All attributes were crucial for the decision to use acidification techniques during slurry spreading. Higher emission reduction increased the chances of participation in a support scheme significantly. Furthermore, the cost share offered and the exemption from the requirement to incorporate slurry immediately after spreading had a significantly positive impact on farmers’ willingness to participate. By contrast, the more of the extra nitrogen contained in acidified slurry had to be accounted for in a farmer’s fertilizer planning, the lower the probability of participation.",,,,10.30430/70.2021.3.192-207,2021-07-13,70,3,2021,,Articles,ART,,4,Insa,Thiermann,Gunnar,Breustedt,Uwe,Latacz-Lohmann,,,,,,,,,,,,,,,,,866_org.pdf,PDF,Article Text,en
